Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2018-05-05 22:00:00,60.9,67,50,3.4,8.14,242,244,5.8,0.3284
2018-05-05 23:00:00,59.9,67,48.9,3.35,7.94,253,253,5.6,0.3766
2018-05-06 00:00:00,58.9,67,47.9,3.35,7.96,253,255,5.5,0.4249
2018-05-06 01:00:00,58.5,65,46.9,3.61,8.4,256,258,6,0.4731
2018-05-06 02:00:00,57.9,67,47.1,3.8,8.6,268,269,6.3,0.5214
2018-05-06 03:00:00,57.2,71,47.9,3.59,8.17,283,285,6.3,0.5696
2018-05-06 04:00:00,56.1,77,49.1,3.91,8.43,302,304,6.4,0.6179
2018-05-06 05:00:00,54.1,84,49.5,3.11,7.1,318,328,6.5,0.6239
2018-05-06 06:00:00,55,74,46.7,3.26,6.56,313,322,5.7,0.5876
2018-05-06 07:00:00,58.8,68,48.1,3.49,6.14,336,341,6.2,0.5513
2018-05-06 08:00:00,62.9,61,49.1,3.28,4.36,348,351,6.7,0.515
2018-05-06 09:00:00,66.6,59,51.6,5.22,6.94,4,6,9.8,0.4787
2018-05-06 10:00:00,71.3,52,52.6,5.59,7.42,24,26,10.8,0.4424
2018-05-06 11:00:00,73.4,45,50.7,5.73,7.52,25,25,11.3,0.4061
2018-05-06 12:00:00,73.4,42,49,5.69,7.4,18,19,11.8,0.3686
2018-05-06 13:00:00,74,37,46.2,5.85,7.5,13,13,11.3,0.3298
2018-05-06 14:00:00,73.8,36,45.4,5.88,7.75,18,17,11.3,0.2909
2018-05-06 15:00:00,73.5,35,44.4,6.05,7.89,22,22,11.7,0.2521
2018-05-06 16:00:00,72.9,32,41.5,5.37,7.16,27,27,11.5,0.2132
2018-05-06 17:00:00,71.8,32,40,5.1,6.98,26,25,10.1,0.1744
2018-05-06 18:00:00,70.4,42,46.1,2.79,5.33,21,23,9,0.1597
2018-05-06 19:00:00,64.7,51,46.2,2.47,5.95,21,25,4.7,0.1691
2018-05-06 20:00:00,61.2,53,44,2.69,6.48,31,38,4.3,0.1785
2018-05-06 21:00:00,58.2,59,44,2.48,6.39,47,50,4.2,0.1879
2018-05-06 22:00:00,54.7,68,44.2,2.82,5.6,67,71,3.8,0.1973
2018-05-06 23:00:00,52.7,72,44.1,3.42,4.88,111,101,3.9,0.2067
2018-05-07 00:00:00,52.3,70,42.9,3.02,4.8,146,126,3.9,0.2161
2018-05-07 01:00:00,53.2,64,41.2,2.35,5.61,168,149,3.7,0.2255
2018-05-07 02:00:00,52.2,63,40.2,2.45,5.47,192,171,3.5,0.2349
2018-05-07 03:00:00,51.2,66,40,2.22,5.28,216,190,3.5,0.2443
2018-05-07 04:00:00,49.6,70,40.4,2.3,5.31,214,200,3.4,0.2537
2018-05-07 05:00:00,48.8,73,40.5,2.3,5.57,214,201,3.3,0.2527
2018-05-07 06:00:00,54.9,60,41.2,3.04,7.12,207,204,4,0.2414
2018-05-07 07:00:00,60,55,43.9,3.77,6.84,202,201,6.1,0.2301
2018-05-07 08:00:00,65.5,47,44.7,3.67,5.73,206,205,7,0.2188
2018-05-07 09:00:00,69.7,40,44.5,4.29,5.68,208,208,8.2,0.2074
2018-05-07 10:00:00,72.6,34,42.9,4.74,6.08,208,207,9.3,0.1961
2018-05-07 11:00:00,74.5,32,43,4.88,6.31,206,205,9.7,0.1848
2018-05-07 12:00:00,75.7,31,42.7,5.11,6.54,203,203,10.1,0.1879
2018-05-07 13:00:00,76.3,30,43,4.9,6.36,197,196,10.1,0.2055
2018-05-07 14:00:00,76.7,31,44.1,4.93,6.34,186,186,9.9,0.2231
2018-05-07 15:00:00,76.6,33,45.4,5.11,6.61,177,177,9.8,0.2407
2018-05-07 16:00:00,76.1,34,46,5.22,6.93,175,175,9.9,0.2582
2018-05-07 17:00:00,74.8,37,47,5.49,7.73,170,170,9.8,0.2758
2018-05-07 18:00:00,73.4,41,48.2,3.54,6.72,164,165,9.8,0.3016
2018-05-07 19:00:00,68.6,47,47.7,3.72,8.07,156,160,6.2,0.3356
2018-05-07 20:00:00,65.2,51,46.7,3.85,8.64,155,160,6.2,0.3697
2018-05-07 21:00:00,64,53,46.7,4.52,9.47,152,158,7.3,0.4037
2018-05-07 22:00:00,63,55,46.7,4.65,9.66,155,159,7.7,0.4377
2018-05-07 23:00:00,61.6,58,46.6,4.65,9.44,152,156,7.7,0.4717
2018-05-08 00:00:00,60.1,61,46.4,4.25,8.95,156,160,7.7,0.5057
2018-05-08 01:00:00,59.9,59,45.7,5.23,9.95,154,158,8.5,0.5397
2018-05-08 02:00:00,60.4,54,43.5,6.22,11.2,156,160,10.6,0.5737
2018-05-08 03:00:00,60.2,48,40.5,5.32,9.88,154,159,10.5,0.6077
2018-05-08 04:00:00,59.7,46,38.8,5.24,9.9,156,160,8.9,0.6417
2018-05-08 05:00:00,58.5,47,38.2,5.37,10.05,153,158,8.8,0.6362
2018-05-08 06:00:00,60.6,48,40.7,4.42,8.42,142,150,9.1,0.5913
2018-05-08 07:00:00,62.6,49,43.2,5.13,8.59,147,152,8.7,0.5463
2018-05-08 08:00:00,64.9,49,45.4,3.76,5.55,151,154,8.8,0.5012
2018-05-08 09:00:00,67.7,48,47.4,3.47,4.56,139,142,7.1,0.4563
2018-05-08 10:00:00,70.9,48,50.1,5.11,6.68,140,141,9.7,0.4112
2018-05-08 11:00:00,73.8,47,52.5,5.6,7.39,139,140,10.9,0.3662
2018-05-08 12:00:00,75.4,48,54.2,5.7,7.5,142,143,14.3,0.367
2018-05-08 13:00:00,76.4,48,55.2,4.97,6.68,140,141,14.2,0.4134
2018-05-08 14:00:00,74.6,55,57.2,4.89,6.51,131,133,12.3,0.4598
2018-05-08 15:00:00,71.2,67,59.6,4.12,5.79,96,100,11.7,0.5062
2018-05-08 16:00:00,72.6,62,58.8,5.46,8.11,118,120,9.4,0.5526
2018-05-08 17:00:00,70.1,68,59,4.08,6.46,126,125,11.9,0.599
2018-05-08 18:00:00,74.8,49,54.1,5.45,9.56,134,138,8.7,0.5986
2018-05-08 19:00:00,66.7,76,58.9,3.86,7.07,107,115,9.2,0.5514
2018-05-08 20:00:00,64.3,83,59,4.72,8.35,126,133,9.5,0.5041
2018-05-08 21:00:00,63.3,87,59.5,6.51,10.77,134,139,10.5,0.4569
2018-05-08 22:00:00,61.9,91,59.4,6.15,10.27,134,139,11.4,0.4096
2018-05-08 23:00:00,60.8,92,58.5,3.98,7.04,118,129,10.4,0.3624
2018-05-09 00:00:00,60,93,58.1,3.24,5.56,81,98,6.7,0.3151
2018-05-09 01:00:00,60,92,57.6,5.06,8.88,150,149,8.5,0.2679
2018-05-09 02:00:00,58.7,94,57,3.9,7.71,179,177,8.6,0.2206
2018-05-09 03:00:00,57.6,96,56.5,2.91,6.38,229,221,6.4,0.1734
2018-05-09 04:00:00,57.1,97,56.4,3.73,7.57,262,262,6.1,0.1261
2018-05-09 05:00:00,57.6,96,56.3,4.41,8.67,283,287,7.3,0.1306
2018-05-09 06:00:00,57.5,94,55.8,5.02,8.46,293,303,8.5,0.1869
2018-05-09 07:00:00,60.4,89,57.2,4.89,7.66,301,306,8.7,0.2432
2018-05-09 08:00:00,64.8,76,57.2,6.16,8.21,313,313,10.5,0.2995
2018-05-09 09:00:00,67.1,69,56.6,6.58,8.72,306,307,12.1,0.3558
2018-05-09 10:00:00,67.5,69,56.8,7.13,9.49,301,303,13.4,0.4121
2018-05-09 11:00:00,68.9,65,56.7,6.89,9.08,296,297,13.3,0.4684
2018-05-09 12:00:00,70.2,60,55.8,7.95,10.55,291,292,14.8,0.4812
2018-05-09 13:00:00,69.4,57,53.5,8.27,11,297,297,15.7,0.4505
2018-05-09 14:00:00,70.6,50,51.1,7.77,10.37,305,304,15.5,0.4198
2018-05-09 15:00:00,72.1,45,49.6,7.43,10.1,303,304,14.5,0.3891
2018-05-09 16:00:00,72.9,43,49.4,6.85,9.37,304,304,13.9,0.3584
2018-05-09 17:00:00,72.2,43,48.5,6.35,9.01,303,304,12.6,0.3277
2018-05-09 18:00:00,70.3,50,51,2.88,5.38,304,305,11.2,0.316
2018-05-09 19:00:00,65.1,68,54.3,2.22,3.69,306,311,4.9,0.3233
2018-05-09 20:00:00,62.8,69,52.5,2.62,4.22,317,324,3.1,0.3306
2018-05-09 21:00:00,62.7,64,50.4,2.28,5.83,322,329,3.7,0.3379
2018-05-09 22:00:00,59.1,75,51.1,2.55,3.54,312,331,3.6,0.3452
2018-05-09 23:00:00,56.9,80,50.8,2.34,2.75,320,341,3,0.3524
2018-05-10 00:00:00,55.1,84,50.5,1.99,3.41,342,3,2.9,0.3597
2018-05-10 01:00:00,53.8,89,50.5,1.84,3.52,338,7,2.9,0.367
2018-05-10 02:00:00,53.5,89,50.5,2.15,4.75,332,352,3.2,0.3743
2018-05-10 03:00:00,53.9,88,50.4,3.07,7.1,341,350,4.9,0.3816
2018-05-10 04:00:00,53.8,91,51.1,3.4,7.33,2,5,5.5,0.3889
2018-05-10 05:00:00,53.3,94,51.7,3.6,7.32,358,4,6,0.3774
2018-05-10 06:00:00,54.3,95,52.9,3.9,6.84,1,6,7,0.3473
2018-05-10 07:00:00,56.7,86,52.5,4.43,6.17,6,8,8.4,0.3171
2018-05-10 08:00:00,57.7,76,50.3,4.49,5.85,12,13,8.8,0.287
2018-05-10 09:00:00,59.3,70,49.4,4.34,5.6,15,16,9,0.2568
2018-05-10 10:00:00,62.1,63,49.5,4.02,5.09,19,20,9.1,0.2267
2018-05-10 11:00:00,64,55,47.5,4.66,5.82,15,16,9.7,0.1965
2018-05-10 12:00:00,64.9,40,39.7,5.09,6.48,20,20,10.6,0.1663
2018-05-10 13:00:00,64.8,34,36.1,5.02,6.36,23,24,10.4,0.1362
2018-05-10 14:00:00,66.1,35,37.9,4.85,6.02,32,32,10.3,0.106
2018-05-10 15:00:00,65.8,36,38.2,4.5,5.64,37,37,9.9,0.0759
2018-05-10 16:00:00,64.9,36,37.5,5.44,7.02,36,36,10.3,0.0457
2018-05-10 17:00:00,62.2,38,36.3,5.87,8.06,43,44,10.6,0.0156
2018-05-10 18:00:00,61.8,38,35.7,5.52,8.07,42,42,10.9,0.028
2018-05-10 19:00:00,58.5,45,37.2,5.5,8.89,37,39,9.6,0.0829
2018-05-10 20:00:00,54.2,56,38.8,6.3,10.19,43,47,10.6,0.1379
2018-05-10 21:00:00,52.8,59,38.8,6.72,10.98,46,48,11.4,0.1928
2018-05-10 22:00:00,52.7,58,38.5,6.64,10.51,53,56,11.8,0.2478
2018-05-10 23:00:00,51.1,64,39.4,6.52,10.53,58,60,11.4,0.3027
2018-05-11 00:00:00,49.4,76,42.3,6.21,10.11,57,62,11.3,0.3577
2018-05-11 01:00:00,48.8,80,43,6.36,10.65,60,64,10.7,0.4127
2018-05-11 02:00:00,49.1,82,43.9,6.66,10.56,57,62,11.4,0.4676
2018-05-11 03:00:00,49,84,44.2,6.75,10.75,65,67,11.3,0.5226
2018-05-11 04:00:00,49.2,84,44.4,7.34,11.67,73,76,12.3,0.5775
2018-05-11 05:00:00,48.7,87,45,7.54,12.26,75,78,13.5,0.5937
2018-05-11 06:00:00,49.1,87,45.5,7.31,11.9,88,89,13,0.5712
2018-05-11 07:00:00,50.5,84,46,6.92,10.9,86,90,12.6,0.5487
2018-05-11 08:00:00,52.3,81,46.6,6.69,9.37,55,56,11.9,0.5262
2018-05-11 09:00:00,51.3,85,47.1,6.92,9.99,53,55,12.2,0.5037
2018-05-11 10:00:00,51.1,84,46.5,7.42,10.47,64,65,13.3,0.4812
2018-05-11 11:00:00,50.5,82,45.4,6.71,9.33,70,73,13.2,0.4586
2018-05-11 12:00:00,53,77,46,5.99,7.93,64,67,12.8,0.4475
2018-05-11 13:00:00,56.8,70,47.2,5.56,7.11,60,62,11.8,0.4477
2018-05-11 14:00:00,57.7,69,47.6,5.55,7.32,67,68,11.1,0.4479
2018-05-11 15:00:00,58.1,68,47.5,5.64,7.33,63,64,10.9,0.4482
2018-05-11 16:00:00,56.2,70,46.4,5.92,7.88,53,54,10.9,0.4484
2018-05-11 17:00:00,55.8,70,46.2,6.02,8.23,48,50,11.2,0.4486
2018-05-11 18:00:00,53.4,77,46.2,5.33,7.57,56,56,11.3,0.4477
2018-05-11 19:00:00,53.2,74,45.2,5.28,7.58,53,54,9.6,0.4457
2018-05-11 20:00:00,52.1,75,44.4,5.97,8.7,50,52,10,0.4436
2018-05-11 21:00:00,50.5,78,43.9,5.24,8.18,55,57,10.7,0.4416
2018-05-11 22:00:00,50.1,78,43.5,5.33,7.92,50,53,9,0.4395
2018-05-11 23:00:00,49.1,80,43.3,5.05,7.65,63,64,9.5,0.4375
2018-05-12 00:00:00,48.3,83,43.5,4.49,7.09,69,74,8.8,0.4355
2018-05-12 01:00:00,47.8,86,44,4.36,6.93,53,57,7.8,0.4334
2018-05-12 02:00:00,47.6,87,43.8,4.14,6.6,53,58,7.5,0.4314
2018-05-12 03:00:00,47.6,85,43.3,4.97,7.14,50,53,8.5,0.4293
2018-05-12 04:00:00,46.8,86,42.8,5.74,8.58,49,49,10.3,0.4273
2018-05-12 05:00:00,46.8,85,42.6,4.56,6.8,64,66,10,0.4243
2018-05-12 06:00:00,47.4,87,43.7,4.88,6.96,67,69,10,0.4204
2018-05-12 07:00:00,47.9,85,43.8,4.92,7.11,63,64,11.1,0.4164
2018-05-12 08:00:00,48.6,84,44,6.35,8.9,57,57,11.2,0.4125
2018-05-12 09:00:00,50.7,80,44.9,5.11,6.85,67,67,11.6,0.4086
2018-05-12 10:00:00,51.6,79,45.3,5.5,7.6,88,89,10.2,0.4046
2018-05-12 11:00:00,54.7,75,46.8,5.3,7.1,90,92,10.3,0.4007
2018-05-12 12:00:00,55.8,76,48.2,5.5,7.56,71,72,9.9,0.3979
2018-05-12 13:00:00,58.2,73,49.7,5.32,7.01,86,87,10.6,0.3962
2018-05-12 14:00:00,57,77,50,4.88,6.68,79,81,10,0.3946
2018-05-12 15:00:00,55.2,87,51.4,3.83,5.85,70,73,9,0.3929
2018-05-12 16:00:00,54.8,90,51.9,3.52,6.13,55,66,6.7,0.3912
2018-05-12 17:00:00,55.1,91,52.4,4.25,6.88,41,49,7.2,0.3896
2018-05-12 18:00:00,55.1,91,52.4,3.79,6.68,72,73,8.2,0.3738
2018-05-12 19:00:00,54.9,92,52.7,4.22,7.31,85,87,7.1,0.3438
2018-05-12 20:00:00,55,92,52.7,4,6.86,77,82,7.5,0.3138
2018-05-12 21:00:00,54.7,94,52.9,2.8,5.02,55,67,6.8,0.2838
2018-05-12 22:00:00,54.1,95,52.6,3.04,5.13,46,57,4.9,0.2538
2018-05-12 23:00:00,53.9,94,52.2,3.3,5.81,55,63,5.7,0.2238
2018-05-13 00:00:00,53.8,95,52.3,2.73,4.93,62,72,5.6,0.1938
2018-05-13 01:00:00,53.7,96,52.5,2.77,4.88,64,75,4.7,0.1638
2018-05-13 02:00:00,53.6,96,52.5,2.93,5.11,82,87,4.9,0.1338
2018-05-13 03:00:00,52.8,97,52,2.3,4.57,92,100,4.9,0.1038
2018-05-13 04:00:00,52.9,96,51.8,2.02,3.52,57,75,3.8,0.0738
2018-05-13 05:00:00,52.7,96,51.5,2.69,4.36,42,53,4.3,0.0546
2018-05-13 06:00:00,51.5,94,49.8,3.36,4.83,60,63,5.8,0.0462
2018-05-13 07:00:00,52.5,91,50,2.1,2.79,65,69,6.1,0.0378
2018-05-13 08:00:00,53.3,89,50.3,1.87,2.34,16,20,4.4,0.0294
2018-05-13 09:00:00,53.7,88,50.4,3.72,4.89,31,31,9,0.021
2018-05-13 10:00:00,55,86,50.9,3.71,5.02,85,84,9.5,0.0126
2018-05-13 11:00:00,56.9,83,51.8,2.91,3.71,86,87,6.9,0.0042
2018-05-13 12:00:00,58.2,81,52.4,3.1,4,88,89,6.3,0.0007
2018-05-13 13:00:00,61,80,54.8,2.65,3.34,101,99,6.8,0.0022
2018-05-13 14:00:00,62.6,77,55.4,2.41,2.98,132,130,5.9,0.0036
2018-05-13 15:00:00,62,80,55.8,2.15,2.68,118,117,5.7,0.0051
2018-05-13 16:00:00,62,82,56.5,1.91,2.41,133,132,4.6,0.0066
2018-05-13 17:00:00,62,85,57.3,2.38,3.1,105,105,4.4,0.008
2018-05-13 18:00:00,60.8,91,58.1,1.64,2.27,38,41,4.4,0.0087
2018-05-13 19:00:00,60.6,93,58.5,1.12,2.38,80,75,3,0.0087
2018-05-13 20:00:00,59.8,96,58.6,1.93,4,111,103,3,0.0087
2018-05-13 21:00:00,60.2,94,58.5,2.42,4.94,97,97,4,0.0087
2018-05-13 22:00:00,60.5,94,58.9,2.64,5.41,115,115,4.5,0.0087
2018-05-13 23:00:00,60.5,95,59.2,1.94,4.39,145,137,4.2,0.0087
2018-05-14 00:00:00,59.9,97,58.9,2.37,5.08,152,148,3.8,0.0087
2018-05-14 01:00:00,60.1,97,59.2,2.72,5.16,197,189,7.1,0.0087
2018-05-14 02:00:00,59.1,97,58.3,1.3,2.28,270,218,7.3,0.0087
2018-05-14 03:00:00,59.2,98,58.6,1.82,2.94,351,342,9,0.0087
2018-05-14 04:00:00,58.8,98,58.4,2.2,4.1,357,357,8.1,0.0087
2018-05-14 05:00:00,58.6,98,58.2,1.84,3.73,347,352,4,0.0309
2018-05-14 06:00:00,59.5,96,58.3,5.11,8.67,357,353,3.1,0.0752
2018-05-14 07:00:00,60.4,93,58.5,6.87,11.21,344,344,11.8,0.1195
2018-05-14 08:00:00,64.7,82,59.1,4.16,5.61,350,349,11.6,0.1638
2018-05-14 09:00:00,66.4,79,59.7,1.98,2.4,135,135,7.6,0.208
2018-05-14 10:00:00,65.8,81,59.6,3.04,4.06,171,170,5.9,0.2523
2018-05-14 11:00:00,67.7,75,59.6,2.57,3.2,167,166,6.3,0.2966
2018-05-14 12:00:00,70.3,69,59.7,2.06,2.5,166,164,5.6,0.3112
2018-05-14 13:00:00,72.1,66,60.2,3.55,4.53,230,229,7.2,0.2962
2018-05-14 14:00:00,72.9,64,59.8,3.52,4.58,235,234,7.2,0.2812
2018-05-14 15:00:00,74.2,60,59.3,4.59,5.92,259,258,8.4,0.2662
2018-05-14 16:00:00,73.6,59,58.3,4.72,6.21,275,274,9.2,0.2512
2018-05-14 17:00:00,72.6,63,59.4,3.94,5.15,294,294,8.7,0.2363
2018-05-14 18:00:00,71.5,65,59.1,3.48,5.04,321,321,7.4,0.2269
2018-05-14 19:00:00,68.3,74,59.5,3.55,6.48,350,351,6.1,0.2233
2018-05-14 20:00:00,65.8,80,59.4,3.01,5.93,4,6,6.3,0.2197
2018-05-14 21:00:00,63.5,86,59.2,2.9,6.05,358,8,5,0.216
2018-05-14 22:00:00,61.4,91,58.8,2.62,5.95,18,25,5,0.2124
2018-05-14 23:00:00,62,89,58.5,2.69,5.32,15,26,4.7,0.2087
2018-05-15 00:00:00,59.6,95,58.2,3.21,6.36,5,13,5.6,0.2051
2018-05-15 01:00:00,57.7,97,56.8,2.53,5.7,9,15,5.4,0.2015
2018-05-15 02:00:00,56.9,98,56.3,3.2,6.3,358,10,5.1,0.1978
2018-05-15 03:00:00,56.8,98,56.1,4.7,8.51,359,3,7.8,0.1942
2018-05-15 04:00:00,55.9,97,55.2,3.42,6.91,7,10,8,0.1906
2018-05-15 05:00:00,55,98,54.5,3.07,6.43,19,21,5.7,0.182
2018-05-15 06:00:00,57.7,95,56.4,3.86,5.44,31,32,6.4,0.1685
2018-05-15 07:00:00,59.1,92,56.7,4.78,6.28,37,37,8.6,0.155
2018-05-15 08:00:00,62.2,81,56.3,4.3,5.66,54,54,8.7,0.1416
2018-05-15 09:00:00,65.8,73,57,2.55,3.16,79,79,8.3,0.1281
2018-05-15 10:00:00,69.1,66,57.1,2.11,2.61,85,86,6.3,0.1146
2018-05-15 11:00:00,71.6,61,57.4,2.2,2.7,93,92,6.1,0.1011
2018-05-15 12:00:00,73.4,56,56.6,2.41,3.01,85,86,8.5,0.0876
2018-05-15 13:00:00,74.5,52,55.5,2.47,2.97,69,70,6.5,0.0742
2018-05-15 14:00:00,75.2,48,54.2,2.47,3.05,58,58,7.5,0.0607
2018-05-15 15:00:00,75.7,46,53.7,1.94,2.39,55,57,6.2,0.0472
2018-05-15 16:00:00,76,45,53.3,2.06,2.51,61,61,5.2,0.0337
2018-05-15 17:00:00,75.7,41,50.3,1.97,2.51,60,61,5,0.0202
2018-05-15 18:00:00,75,49,54.5,1.02,1.68,11,17,4.2,0.014
2018-05-15 19:00:00,71.5,56,55.1,1.53,1.9,328,357,2.1,0.0149
2018-05-15 20:00:00,64.2,70,54.4,2.62,2.94,353,10,2.9,0.0158
2018-05-15 21:00:00,62.2,77,54.8,2.28,4.1,38,47,3.2,0.0168
2018-05-15 22:00:00,61,77,53.9,2.72,3.79,73,78,3.4,0.0177
2018-05-15 23:00:00,60,76,52.2,2.66,3.54,56,82,3.1,0.0186
2018-05-16 00:00:00,58.7,75,51,2.5,3.11,53,86,3,0.0196
2018-05-16 01:00:00,57.3,78,50.6,2.5,2.91,74,106,2.9,0.0205
2018-05-16 02:00:00,58.8,75,51.1,1.94,3.09,125,155,2.9,0.0214
2018-05-16 03:00:00,60.1,73,51.4,1.43,2.79,245,201,2.2,0.0224
2018-05-16 04:00:00,57.6,80,51.3,2.01,3.12,243,220,2.2,0.0233
2018-05-16 05:00:00,56.2,83,51.3,2.33,3.47,245,229,2.6,0.025
2018-05-16 06:00:00,60.3,82,54.9,1.8,4.06,270,260,2.7,0.0276
2018-05-16 07:00:00,65.4,75,57.4,1.63,3.31,281,273,3.6,0.0301
2018-05-16 08:00:00,70.5,68,59.5,1.36,1.9,287,288,3.9,0.0327
2018-05-16 09:00:00,73.9,59,58.6,0.8,1,270,276,4,0.0352
2018-05-16 10:00:00,75.5,52,56.6,0.81,0.92,187,193,3.9,0.0378
2018-05-16 11:00:00,76.1,49,55.6,1,1.2,180,180,4.1,0.0403
2018-05-16 12:00:00,76.4,49,55.9,1.12,1.32,190,189,4.2,0.0429
2018-05-16 13:00:00,76.8,50,56.8,1.04,1.26,197,198,4.4,0.0454
2018-05-16 14:00:00,76.8,50,56.7,0.76,0.95,203,198,4.3,0.048
2018-05-16 15:00:00,77.3,51,57.5,1,1.22,174,171,4.1,0.0505
2018-05-16 16:00:00,77.1,49,56.7,1,1.22,143,145,4,0.0531
2018-05-16 17:00:00,76.7,50,56.7,1.17,1.44,121,124,3.5,0.0557
2018-05-16 18:00:00,75.2,58,59.4,2.58,4.74,144,145,3.3,0.0582
2018-05-16 19:00:00,71.2,66,59.4,1.77,3.8,137,145,4.3,0.0608
2018-05-16 20:00:00,67.9,69,57.6,2.5,5.22,143,144,3.8,0.0633
2018-05-16 21:00:00,66,72,56.8,2.33,5.54,155,160,4.2,0.0659
2018-05-16 22:00:00,63.7,80,57.3,2.31,5.61,162,169,3.6,0.0684
2018-05-16 23:00:00,62.8,81,56.8,2.3,5.85,182,193,3.6,0.071
2018-05-17 00:00:00,61.1,87,57.1,2.1,5.49,205,213,3.4,0.0735
2018-05-17 01:00:00,59.8,90,56.9,2,5.22,217,216,3.5,0.0761
2018-05-17 02:00:00,58.6,92,56.2,2.2,4.94,219,216,3,0.0786
2018-05-17 03:00:00,57.5,93,55.4,2.58,4.53,216,211,3.2,0.0812
2018-05-17 04:00:00,57.6,92,55.3,2.68,3.98,207,198,3.3,0.0837
2018-05-17 05:00:00,57.8,91,55.2,2.52,3.8,173,178,3,0.0882
2018-05-17 06:00:00,62.3,85,57.7,1.7,4.28,183,191,3,0.0946
2018-05-17 07:00:00,67.7,75,59.5,2.01,4.04,186,189,4,0.1011
2018-05-17 08:00:00,72.3,65,59.7,2.14,2.96,191,192,4.9,0.1075
2018-05-17 09:00:00,75.6,54,57.7,2.6,3.41,182,183,5.9,0.1139
2018-05-17 10:00:00,77.8,46,55.1,3.49,4.54,167,166,7.3,0.1204
2018-05-17 11:00:00,79,41,53.3,4.62,6.02,158,159,9.9,0.1268
2018-05-17 12:00:00,79.1,41,53.1,4.43,5.77,155,154,9.4,0.1414
2018-05-17 13:00:00,79.2,41,53.5,4.41,5.63,147,147,9.1,0.1643
2018-05-17 14:00:00,79.3,41,53.5,4.62,5.92,141,143,9.1,0.1871
2018-05-17 15:00:00,79.2,41,53.6,4.47,5.89,140,140,9,0.21
2018-05-17 16:00:00,78.7,42,53.8,4.39,5.89,139,140,8.7,0.2328
2018-05-17 17:00:00,77.5,45,54.8,4.46,6.29,134,136,8.3,0.2557
2018-05-17 18:00:00,77,48,55.9,4,7.18,143,145,7.9,0.2863
2018-05-17 19:00:00,73.4,53,55.3,4.16,8.27,145,148,7,0.3246
2018-05-17 20:00:00,70.3,58,54.9,4.26,8.77,141,145,7.1,0.3629
2018-05-17 21:00:00,68.1,64,55.3,3.83,8.44,139,144,7.1,0.4013
2018-05-17 22:00:00,66.2,68,55.2,3.82,8.5,135,139,6.7,0.4396
2018-05-17 23:00:00,64.2,74,55.6,3.5,7.92,127,134,6.4,0.4779
2018-05-18 00:00:00,63.2,76,55.7,3.48,8.13,129,134,5.9,0.5163
2018-05-18 01:00:00,63.1,75,55.1,4.39,9.12,131,135,7.2,0.5546
2018-05-18 02:00:00,62.3,75,54.2,4.69,9.21,130,131,8,0.5929
2018-05-18 03:00:00,61.2,77,54,4.55,8.98,140,142,7.9,0.6313
2018-05-18 04:00:00,60.4,78,53.6,4.46,8.81,136,141,7.6,0.6696
2018-05-18 05:00:00,59.4,81,53.6,4.48,8.77,129,134,7.6,0.6544
2018-05-18 06:00:00,61.2,76,53.5,3.4,6.47,133,141,7.4,0.5856
2018-05-18 07:00:00,64.4,70,54.4,3.68,5.61,137,140,6.6,0.5168
2018-05-18 08:00:00,67.5,64,54.8,4.46,6.01,136,137,8.4,0.4481
2018-05-18 09:00:00,70.5,59,55.6,5.3,6.93,134,135,10.1,0.3793
2018-05-18 10:00:00,73.5,55,56.6,5.52,7.29,136,137,10.9,0.3105
2018-05-18 11:00:00,76.1,52,57.3,5.41,7.07,146,147,10.8,0.2418
2018-05-18 12:00:00,78.2,49,57.6,6.58,8.56,137,137,12.4,0.2013
2018-05-18 13:00:00,79.3,46,56.5,7.42,9.9,136,136,14.1,0.1893
2018-05-18 14:00:00,79.9,43,55.7,6.08,8,136,138,13.9,0.1772
2018-05-18 15:00:00,79.5,44,55.8,5.73,7.5,134,135,11.6,0.1652
2018-05-18 16:00:00,79.2,46,56.5,4.89,6.47,139,141,10.8,0.1531
2018-05-18 17:00:00,78.5,48,56.9,4.11,5.59,154,153,9.3,0.141
2018-05-18 18:00:00,77,54,59.1,2.12,4.73,172,174,7.6,0.1312
2018-05-18 19:00:00,72.5,72,63,1.9,3.11,180,184,3.5,0.1235
2018-05-18 20:00:00,68.7,76,60.9,2.31,2.92,162,174,2.5,0.1159
2018-05-18 21:00:00,68.6,74,59.9,1.98,4.22,131,149,2.9,0.1083
2018-05-18 22:00:00,68.2,76,60.4,2.78,6.35,150,154,4.6,0.1006
2018-05-18 23:00:00,67.7,83,62.2,2.55,5.41,154,164,4.5,0.093
2018-05-19 00:00:00,65.8,90,62.6,3.35,6.33,153,164,5.6,0.0854
2018-05-19 01:00:00,64.5,93,62.5,3.74,6.95,164,173,6.5,0.0777
2018-05-19 02:00:00,64.7,92,62.4,3.23,6.17,196,200,6.2,0.0701
2018-05-19 03:00:00,63.1,95,61.6,1.32,3.53,261,245,5.3,0.0625
2018-05-19 04:00:00,61.5,94,59.7,3.71,6.61,357,3,5.8,0.0548
2018-05-19 05:00:00,57.4,87,53.6,4.75,7.71,352,357,7.9,0.0769
2018-05-19 06:00:00,57.4,91,54.9,4.7,7.22,1,4,9.6,0.1287
